  1.2900000e+001  8.0000000e+000  1.6500000e+001
  8.1000000e+000  8.2000000e+000  1.6000000e+001
  7.3000000e+000  8.0000000e+000  1.5500000e+001
  2.8000000e+000  7.5000000e+000  1.5500000e+001
  3.1000000e+000  7.2000000e+000  1.5750000e+001
  7.7000000e+000  7.3000000e+000  1.5500000e+001
  4.9000000e+000  7.0000000e+000  1.6000000e+001
  1.2000000e+000  6.4000000e+000  1.6750000e+001
  1.1300000e+001  6.4000000e+000  1.7000000e+001
  8.0000000e-001  6.6000000e+000  1.7000000e+001
  1.1900000e+001  6.6000000e+000  1.7500000e+001
  9.2000000e+000  6.7000000e+000  1.8000000e+001
  0.0000000e+000  6.7000000e+000  1.7250000e+001
  1.3500000e+001  7.1000000e+000  1.6500000e+001
  7.4000000e+000  6.9000000e+000  1.6250000e+001
  0.0000000e+000  6.7000000e+000  1.5750000e+001
  6.4000000e+000  6.3000000e+000  1.5250000e+001
  8.3000000e+000  6.6000000e+000  1.5500000e+001
  7.0000000e-001  5.5000000e+000  1.6000000e+001
  6.6000000e+000  6.0000000e+000  1.7000000e+001
  2.8000000e+000  7.3000000e+000  1.7750000e+001
  2.5000000e+000  7.0000000e+000  1.8750000e+001
  1.0500000e+001  7.0000000e+000  1.8500000e+001
  1.0300000e+001  7.4000000e+000  1.9000000e+001
  1.1700000e+001  7.1000000e+000  1.9750000e+001
  1.3000000e+000  6.6000000e+000  1.9000000e+001
  0.0000000e+000  6.2000000e+000  1.7250000e+001
  6.1000000e+000  7.0000000e+000  1.7500000e+001
  2.7000000e+000  7.0000000e+000  1.7000000e+001
  5.5000000e+000  7.4000000e+000  1.7250000e+001
  9.9000000e+000  7.4000000e+000  1.8000000e+001
  1.4000000e+000  7.2000000e+000  1.8000000e+001
  5.0000000e-001  6.8000000e+000  1.8000000e+001
  1.4000000e+000  6.5000000e+000  1.7250000e+001
  6.6000000e+000  7.0500000e+000  1.7500000e+001
  1.1200000e+001  7.6000000e+000  1.7750000e+001
  1.1600000e+001  8.0000000e+000  1.8500000e+001
  1.2500000e+001  8.6000000e+000  1.9500000e+001
  1.3600000e+001  9.0000000e+000  2.0500000e+001
  1.2600000e+001  1.0200000e+001  2.0500000e+001
  9.6000000e+000  8.9000000e+000  2.0500000e+001
  1.2900000e+001  1.1000000e+001  2.0750000e+001
  6.5000000e+000  1.0600000e+001  2.0500000e+001
  5.0000000e+000  9.3000000e+000  2.0500000e+001
  5.6000000e+000  8.2000000e+000  2.0250000e+001
  0.0000000e+000  7.2000000e+000  2.0250000e+001
  0.0000000e+000  5.6000000e+000  1.9750000e+001
  4.4000000e+000  5.8000000e+000  1.9750000e+001
  2.0000000e+000  5.9000000e+000  2.0250000e+001
  5.6000000e+000  5.8000000e+000  2.0500000e+001
  2.2000000e+000  6.3000000e+000  2.0000000e+001
  4.5000000e+000  6.0000000e+000  1.8750000e+001
  1.0000000e-001  7.1000000e+000  1.8000000e+001
  4.4000000e+000  6.5000000e+000  1.7750000e+001
  5.7000000e+000  7.0000000e+000  1.8750000e+001
  1.6000000e+000  6.0000000e+000  1.8500000e+001
  1.5000000e+000  5.8000000e+000  1.8000000e+001
  9.0000000e-001  6.6000000e+000  1.7500000e+001
  5.8000000e+000  5.8000000e+000  1.7000000e+001
  1.0000000e+000  6.9000000e+000  1.7000000e+001
  5.5000000e+000  7.8000000e+000  1.7000000e+001
  1.4000000e+000  7.7000000e+000  1.7250000e+001
  9.6000000e+000  7.5000000e+000  1.8250000e+001
  6.3000000e+000  7.7000000e+000  1.8250000e+001
  8.0000000e+000  7.5000000e+000  1.7500000e+001
  9.7000000e+000  7.5000000e+000  1.8000000e+001
  1.0800000e+001  7.8000000e+000  1.8000000e+001
  5.9000000e+000  8.1000000e+000  1.8750000e+001
  4.0000000e+000  7.3000000e+000  1.9000000e+001
  7.5000000e+000  7.6000000e+000  1.9000000e+001
  1.1000000e+000  6.8000000e+000  1.9000000e+001
  8.0000000e+000  6.5000000e+000  1.8500000e+001
  4.7000000e+000  6.5000000e+000  1.8000000e+001
  4.5000000e+000  7.4000000e+000  1.7000000e+001
  1.0700000e+001  7.9000000e+000  1.6250000e+001
  5.0000000e-001  8.1000000e+000  1.7250000e+001
  1.2200000e+001  7.7000000e+000  1.7250000e+001
  3.9000000e+000  8.6000000e+000  1.7750000e+001
  1.0200000e+001  8.2000000e+000  1.7500000e+001
  1.0600000e+001  8.6000000e+000  1.8000000e+001
  8.4000000e+000  8.7000000e+000  1.8250000e+001

