  4.9000000e+002  2.9000000e-001
  4.5000000e+002  2.0000000e-001
  4.0600000e+002  2.1000000e-001
  3.6500000e+002  2.0000000e-001
  3.3100000e+002             NaN
  3.1500000e+002             NaN
  3.7600000e+002             NaN
  4.4100000e+002             NaN
  5.0600000e+002  2.2000000e-001
  5.0200000e+002  3.2000000e-001
  5.4400000e+002  2.7000000e-001
  4.8900000e+002  2.9000000e-001
  4.4000000e+002  2.7000000e-001
  3.9600000e+002  2.3000000e-001
  3.5700000e+002  2.5000000e-001
  3.2100000e+002  2.5000000e-001
  2.8900000e+002  1.5000000e-001
  2.6000000e+002  2.0000000e-001
  2.3400000e+002  1.4000000e-001
  2.1100000e+002  1.5000000e-001
  1.9000000e+002  1.7000000e-001
  1.7100000e+002  1.5000000e-001
  1.5400000e+002  9.0000000e-002
  1.3800000e+002  1.4000000e-001
  1.2400000e+002  1.1000000e-001
  1.1200000e+002  1.3000000e-001
  1.0000000e+002  5.0000000e-002
  9.1000000e+001  1.7000000e-001
  8.2000000e+001  1.1000000e-001
  7.3000000e+001  1.4000000e-001
  6.6000000e+001  5.0000000e-002
  6.0000000e+001  1.5000000e-001
  5.4000000e+001  7.0000000e-002
  4.8000000e+001  1.0000000e-001
  4.3000000e+001  1.0000000e-001
  3.9000000e+001  1.5000000e-001
  3.5000000e+001  7.0000000e-002
  3.2000000e+001  9.0000000e-002
  5.0000000e+001  1.3000000e-001
  1.1600000e+002  1.1000000e-001
  1.9600000e+002  1.1000000e-001
  2.6800000e+002  1.5000000e-001
  3.2500000e+002  1.0000000e-001
  3.6700000e+002  1.3000000e-001
  3.8600000e+002  2.3000000e-001
  3.9700000e+002  2.1000000e-001
  4.1300000e+002             NaN
  4.2300000e+002             NaN
  4.2000000e+002             NaN
  4.9000000e+002  1.0000000e-001
  5.3900000e+002  1.5000000e-001
  5.8100000e+002  1.9000000e-001
  6.0300000e+002  2.3000000e-001
  5.8000000e+002  1.5000000e-001
  5.2400000e+002  1.1000000e-001
  4.9900000e+002  8.0000000e-002
  5.5200000e+002  1.5000000e-001
  5.9700000e+002  7.0000000e-002
  6.1100000e+002  1.9000000e-001
  5.5700000e+002  1.4000000e-001
  5.0100000e+002  9.0000000e-002
  4.5400000e+002  5.0000000e-002
  4.8300000e+002  1.1000000e-001
  5.2200000e+002  1.3000000e-001
  5.5900000e+002  9.0000000e-002
  5.1900000e+002  9.0000000e-002
  4.6700000e+002  1.1000000e-001
  4.2000000e+002  8.0000000e-002
  3.7800000e+002  8.0000000e-002
  3.4000000e+002  1.2000000e-001
  3.0600000e+002  9.0000000e-002
  2.7600000e+002  7.0000000e-002
  2.4800000e+002  6.0000000e-002
  2.3200000e+002  8.0000000e-002
  2.0100000e+002  9.0000000e-002
  1.8100000e+002  5.0000000e-002
  1.6300000e+002  1.0000000e-001
  1.4600000e+002  9.0000000e-002
  1.3200000e+002  4.0000000e-002
  1.1900000e+002  3.0000000e-002
  1.0700000e+002  1.2000000e-001
  9.6000000e+001  1.3000000e-001
  8.6000000e+001  6.0000000e-002
  7.8000000e+001  8.0000000e-002
  7.0000000e+001  5.0000000e-002
  6.3000000e+001  5.0000000e-002
  5.7000000e+001  7.0000000e-002
  5.1000000e+001  3.0000000e-002
  4.6000000e+001  5.0000000e-002
  4.1000000e+001  5.0000000e-002
