  53.8000  -0.1090
  53.6000   0.0000
  53.5000   0.1780
  53.5000   0.3390
  53.4000   0.3730
  53.1000   0.4410
  52.7000   0.4610
  52.4000   0.3480
  52.2000   0.1270
  52.0000  -0.1800
  52.0000  -0.5880
  52.4000  -1.0550
  53.0000  -1.4210
  54.0000  -1.5200
  54.9000  -1.3020
  56.0000  -0.8140
  56.8000  -0.4750
  56.8000  -0.1930
  56.4000   0.0880
  55.7000   0.4350
  55.0000   0.7710
  54.3000   0.8660
  53.2000   0.8750
  52.3000   0.8910
  51.6000   0.9870
  51.2000   1.2630
  50.8000   1.7750
  50.5000   1.9760
  50.0000   1.9340
  49.2000   1.8660
  48.4000   1.8320
  47.9000   1.7670
  47.6000   1.6080
  47.5000   1.2650
  47.5000   0.7900
  47.6000   0.3600
  48.1000   0.1150
  49.0000   0.0880
  50.0000   0.3310
  51.1000   0.6450
  51.8000   0.9600
  51.9000   1.4090
  51.7000   2.6700
  51.2000   2.8340
  50.0000   2.8120
  48.3000   2.4830
  47.0000   1.9290
  45.8000   1.4850
  45.6000   1.2140
  46.0000   1.2390
  46.9000   1.6080
  47.8000   1.9050
  48.2000   2.0230
  48.3000   1.8150
  47.9000   0.5350
  47.2000   0.1220
  47.2000   0.0090
  48.1000   0.1640
  49.4000   0.6710
  50.6000   1.0190
  51.5000   1.1460
  51.6000   1.1550
  51.2000   1.1120
  50.5000   1.1210
  50.1000   1.2230
  49.8000   1.2570
  49.6000   1.1570
  49.4000   0.9130
  49.3000   0.6200
  49.2000   0.2550
  49.3000  -0.2800
  49.7000  -1.0800
  50.3000  -1.5510
  51.3000  -1.7990
  52.8000  -1.8250
  54.4000  -1.4560
  56.0000  -0.9440
  56.9000  -0.5700
  57.5000  -0.4310
  57.3000  -0.5770
  56.6000  -0.9600
  56.0000  -1.6160
  55.4000  -1.8750
  55.4000  -1.8910
  56.4000  -1.7460
  57.2000  -1.4740
  58.0000  -1.2010
  58.4000  -0.9270
  58.4000  -0.5240
  58.1000   0.0400
  57.7000   0.7880
  57.0000   0.9430
  56.0000   0.9300
  54.7000   1.0060
  53.2000   1.1370
  52.1000   1.1980
  51.6000   1.0540
  51.0000   0.5950
  50.5000  -0.0800
  50.4000  -0.3140
  51.0000  -0.2880
  51.8000  -0.1530
  52.4000  -0.1090
  53.0000  -0.1870
  53.4000  -0.2550
  53.6000  -0.2290
  53.7000  -0.0070
  53.8000   0.2540
  53.8000   0.3300
  53.8000   0.1020
  53.3000  -0.4230
  53.0000  -1.1390
  52.9000  -2.2750
  53.4000  -2.5940
  54.6000  -2.7160
  56.4000  -2.5100
  58.0000  -1.7900
  59.4000  -1.3460
  60.2000  -1.0810
  60.0000  -0.9100
  59.4000  -0.8760
  58.4000  -0.8850
  57.6000  -0.8000
  56.9000  -0.5440
  56.4000  -0.4160
  56.0000  -0.2710
  55.7000   0.0000
  55.3000   0.4030
  55.0000   0.8410
  54.4000   1.2850
  53.7000   1.6070
  52.8000   1.7460
  51.6000   1.6830
  50.6000   1.4850
  49.4000   0.9930
  48.8000   0.6480
  48.5000   0.5770
  48.7000   0.5770
  49.2000   0.6320
  49.8000   0.7470
  50.4000   0.9000
  50.7000   0.9930
  50.9000   0.9680
  50.7000   0.7900
  50.5000   0.3990
  50.4000  -0.1610
  50.2000  -0.5530
  50.4000  -0.6030
  51.2000  -0.4240
  52.3000  -0.1940
  53.2000  -0.0490
  53.9000   0.0600
  54.1000   0.1610
  54.0000   0.3010
  53.6000   0.5170
  53.2000   0.5660
  53.0000   0.5600
  52.8000   0.5730
  52.3000   0.5920
  51.9000   0.6710
  51.6000   0.9330
  51.6000   1.3370
  51.4000   1.4600
  51.2000   1.3530
  50.7000   0.7720
  50.0000   0.2180
  49.4000  -0.2370
  49.3000  -0.7140
  49.7000  -1.0990
  50.6000  -1.2690
  51.8000  -1.1750
  53.0000  -0.6760
  54.0000   0.0330
  55.3000   0.5560
  55.9000   0.6430
  55.9000   0.4840
  54.6000   0.1090
  53.5000  -0.3100
  52.4000  -0.6970
  52.1000  -1.0470
  52.3000  -1.2180
  53.0000  -1.1830
  53.8000  -0.8730
  54.6000  -0.3360
  55.4000   0.0630
  55.9000   0.0840
  55.9000   0.0000
  55.2000   0.0010
  54.4000   0.2090
  53.7000   0.5560
  53.6000   0.7820
  53.6000   0.8580
  53.2000   0.9180
  52.5000   0.8620
  52.0000   0.4160
  51.4000  -0.3360
  51.0000  -0.9590
  50.9000  -1.8130
  52.4000  -2.3780
  53.5000  -2.4990
  55.6000  -2.4730
  58.0000  -2.3300
  59.5000  -2.0530
  60.0000  -1.7390
  60.4000  -1.2610
  60.5000  -0.5690
  60.2000  -0.1370
  59.7000  -0.0240
  59.0000  -0.0500
  57.6000  -0.1350
  56.4000  -0.2760
  55.2000  -0.5340
  54.5000  -0.8710
  54.1000  -1.2430
  54.1000  -1.4390
  54.4000  -1.4220
  55.5000  -1.1750
  56.2000  -0.8130
  57.0000  -0.6340
  57.3000  -0.5820
  57.4000  -0.6250
  57.0000  -0.7130
  56.4000  -0.8480
  55.9000  -1.0390
  55.5000  -1.3460
  55.3000  -1.6280
  55.2000  -1.6190
  55.4000  -1.1490
  56.0000  -0.4880
  56.5000  -0.1600
  57.1000  -0.0070
  57.3000  -0.0920
  56.8000  -0.6200
  55.6000  -1.0860
  55.0000  -1.5250
  54.1000  -1.8580
  54.3000  -2.0290
  55.3000  -2.0240
  56.4000  -1.9610
  57.2000  -1.9520
  57.8000  -1.7940
  58.3000  -1.3020
  58.6000  -1.0300
  58.8000  -0.9180
  58.8000  -0.7980
  58.6000  -0.8670
  58.0000  -1.0470
  57.4000  -1.1230
  57.0000  -0.8760
  56.4000  -0.3950
  56.3000   0.1850
  56.4000   0.6620
  56.4000   0.7090
  56.0000   0.6050
  55.2000   0.5010
  54.0000   0.6030
  53.0000   0.9430
  52.0000   1.2230
  51.6000   1.2490
