  2.4016409e+003  3.0000000e+001
  2.4016409e+003  3.0000000e+001
  2.3962683e+003  3.0000000e+001
  2.4016409e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3962683e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3962683e+003  3.0000000e+001
  2.4070139e+003  3.0000000e+001
  2.4070139e+003  3.0000000e+001
  2.3962683e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.4016409e+003  3.0000000e+001
  2.3962683e+003  3.0000000e+001
  2.3855227e+003  3.0000000e+001
  2.3801501e+003  3.0000000e+001
  2.3801501e+003  3.0000000e+001
  2.3801501e+003  3.0000000e+001
  2.3694043e+003  3.0000000e+001
  2.3747769e+003  3.0000000e+001
  2.3747769e+003  3.5000000e+001
  2.3801501e+003  3.5000000e+001
  2.4016409e+003  3.5000000e+001
  2.6917722e+003  3.5000000e+001
  2.9496663e+003  3.5000000e+001
  3.0517498e+003  3.0000000e+001
  3.0624954e+003  3.0000000e+001
  3.0786135e+003  3.0000000e+001
  2.7992283e+003  3.0000000e+001
  2.5896890e+003  3.0000000e+001
  2.4876057e+003  3.0000000e+001
  2.4231323e+003  3.0000000e+001
  2.4123867e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3908953e+003  3.0000000e+001
  2.3962683e+003  3.5000000e+001
  2.3908953e+003  3.5000000e+001
  2.6165530e+003  3.5000000e+001
  2.8959387e+003  3.5000000e+001
  3.0141401e+003  3.5000000e+001
  3.0624954e+003  3.5000000e+001
  3.0839866e+003  3.5000000e+001
  3.1001047e+003  3.5000000e+001
  3.0947322e+003  3.5000000e+001
  3.1054775e+003  3.5000000e+001
  3.1108506e+003  3.5000000e+001
  3.1162234e+003  3.5000000e+001
  3.1108506e+003  3.5000000e+001
  3.1162234e+003  3.5000000e+001
